"","Theatre","Year","Show","Month","Capacity","Attendance","Gross"
"3830","Marquis",2009,"9 To 5",4,93.6666666666667,10006.6666666667,555425.666666667
"3831","Marquis",2009,"9 To 5",5,90.4,11643.8,757721.2
"3832","Marquis",2009,"9 To 5",6,78.25,10090.5,788081.5
"3833","Marquis",2009,"9 To 5",7,71.5,9204.75,681604.25
"3834","Marquis",2009,"9 To 5",8,66.4,8528,641598
"3835","Marquis",2009,"9 To 5",9,84,10763,689795
"3836","Marquis",2009,"Irving Berlin'S White Christmas",1,78,8841,869936
"3837","Marquis",2009,"Irving Berlin'S White Christmas '09",11,56.6666666666667,6654.33333333333,540629
"3838","Marquis",2009,"Irving Berlin'S White Christmas '09",12,73.5,10382.25,1122939.75
"3839","Marquis",2009,"Soul Of Shaolin",1,84.5,10891.5,392961
"3840","Marquis",2009,"Soul Of Shaolin",2,67,8623,439438
"3841","Marquis",2010,"Come Fly Away",3,82.25,9797.5,570756
"3842","Marquis",2010,"Come Fly Away",4,70.25,9030.5,848595
"3843","Marquis",2010,"Come Fly Away",5,65.6,8484.6,808440.4
"3844","Marquis",2010,"Come Fly Away",6,57.25,7383.5,720342
"3845","Marquis",2010,"Come Fly Away",7,45,5806.75,534018
"3846","Marquis",2010,"Come Fly Away",8,59.8,7699.6,585432
"3847","Marquis",2010,"Come Fly Away",9,72,9305,703952
"3848","Marquis",2010,"Donny & Marie: A Broadway Christmas",12,75.3333333333333,7025.66666666667,803825.666666667
"3849","Marquis",2010,"Irving Berlin'S White Christmas '09",1,82,9224,759048
"3850","Marquis",2011,"Donny & Marie: A Broadway Christmas",1,80,3902,431986
"3851","Marquis",2011,"Follies '11",8,83.25,6775.25,524471.75
"3852","Marquis",2011,"Follies '11",9,88.25,11193.5,887561.25
"3853","Marquis",2011,"Follies '11",10,77.2,9952.4,975253.8
"3854","Marquis",2011,"Follies '11",11,55.75,7214.75,750868
"3855","Marquis",2011,"Follies '11",12,54.75,7062.25,671854.75
"3856","Marquis",2011,"Wonderland",3,94,12103,588153
"3857","Marquis",2011,"Wonderland",4,88.25,11037,584315.75
"3858","Marquis",2011,"Wonderland",5,73.6666666666667,9465,504518.333333333
"3859","Marquis",2012,"Evita",3,95.5,10382.5,1289160
"3860","Marquis",2012,"Evita",4,95.6,12203.8,1441249.4
"3861","Marquis",2012,"Evita",5,95.5,12319.25,1554045.25
"3862","Marquis",2012,"Evita",6,83.5,10761.25,1301343.5
"3863","Marquis",2012,"Evita",7,79,10165,1068045.6
"3864","Marquis",2012,"Evita",8,76.25,9829.5,952427.75
"3865","Marquis",2012,"Evita",9,81.8,10561,1102526
"3866","Marquis",2012,"Evita",10,82.75,10657,1127396.5
"3867","Marquis",2012,"Evita",11,69,7891.5,836996.25
"3868","Marquis",2012,"Evita",12,66.6,8593.6,980327
"3869","Marquis",2012,"Follies '11",1,72.75,9403.75,837850
"3870","Marquis",2013,"Evita",1,78.75,10159.25,1012569.5
"3871","Marquis",2013,"Il Divo - A Musical Affair",11,96,9241,1308223
"3872","Marquis",2013,"Jekyll & Hyde '13",4,58,6723.25,407875.75
"3873","Marquis",2013,"Jekyll & Hyde '13",5,48.5,6246,419368.5
"3874","Marquis",2014,"The Illusionists - Witness The Impossible",11,89,9762,1048858
"3875","Marquis",2014,"The Illusionists - Witness The Impossible",12,85.25,11980,1222701.25
"3876","Marquis",2015,"On Your Feet!",10,88.6666666666667,10640,990050.666666667
"3877","Marquis",2015,"On Your Feet!",11,91.2,11945,1174985.4
"3878","Marquis",2015,"On Your Feet!",12,86,11201,1269958.5
"3879","Marquis",2015,"Penn & Teller On Broadway",7,80.6666666666667,10532.3333333333,1179400.33333333
"3880","Marquis",2015,"Penn & Teller On Broadway",8,84,10990,1427484.66666667
"3881","Marquis",2015,"The Illusionists - Witness The Impossible",1,97,18683,2217405
"3882","Marquis",2016,"On Your Feet!",1,81.4,10124,1115757.8
"3883","Marquis",2016,"On Your Feet!",2,75.75,9870.5,1004706
"3884","Marquis",2016,"On Your Feet!",3,71,9220.25,945734.5
"3885","Marquis",2016,"On Your Feet!",4,68.5,8915.5,911662
"3886","Marquis",2016,"On Your Feet!",5,73,9481,965121
"3887","Marquis",2016,"On Your Feet!",6,63.5,8291,831165.75
"3888","Marquis",2016,"On Your Feet!",7,60.2,7827.2,738264
"3889","Marquis",2016,"On Your Feet!",8,57,7444.5,679983
"3890","Martin Beck",2000,"Kiss Me, Kate",1,85.4,9729.6,658387.6
"3891","Martin Beck",2000,"Kiss Me, Kate",2,84.5,9614.5,637586.75
"3892","Martin Beck",2000,"Kiss Me, Kate",3,83.5,9504,652088.5
"3893","Martin Beck",2000,"Kiss Me, Kate",4,90.4,10300.8,699737.8
"3894","Martin Beck",2000,"Kiss Me, Kate",5,91,10382,696483.5
"3895","Martin Beck",2000,"Kiss Me, Kate",6,95.75,10875,745055.5
"3896","Martin Beck",2000,"Kiss Me, Kate",7,96.6,10985.2,720535.6
"3897","Martin Beck",2000,"Kiss Me, Kate",8,97.75,11139.75,702149.75
"3898","Martin Beck",2000,"Kiss Me, Kate",9,87.5,9940,631462.75
"3899","Martin Beck",2000,"Kiss Me, Kate",10,90,10219.6,671671
"3900","Martin Beck",2000,"Kiss Me, Kate",11,86,9781,654604.25
"3901","Martin Beck",2000,"Kiss Me, Kate",12,84.8,9702,649879.6
"3902","Martin Beck",2001,"Kiss Me, Kate",1,82.25,9341,540265.25
"3903","Martin Beck",2001,"Kiss Me, Kate",2,79,8983,518626.5
"3904","Martin Beck",2001,"Kiss Me, Kate",3,79.25,9009.25,516661
"3905","Martin Beck",2001,"Kiss Me, Kate",4,81,9223,560770
"3906","Martin Beck",2001,"Kiss Me, Kate",5,72.25,8231,490138.5
"3907","Martin Beck",2001,"Kiss Me, Kate",6,68,7768,444950.25
"3908","Martin Beck",2001,"Kiss Me, Kate",7,70.2,7966.4,427967.4
"3909","Martin Beck",2001,"Kiss Me, Kate",8,70,7982,429343.5
"3910","Martin Beck",2001,"Kiss Me, Kate",9,54.4,6017,323347.6
"3911","Martin Beck",2001,"Kiss Me, Kate",10,80.75,9185.5,458663.5
"3912","Martin Beck",2001,"Kiss Me, Kate",11,65.75,7465.75,384805.5
"3913","Martin Beck",2001,"Kiss Me, Kate",12,72.8,8558.6,480568.4
"3914","Martin Beck",2002,"Man Of La Mancha 02",11,90,5092,340523
"3915","Martin Beck",2002,"Man Of La Mancha 02",12,84.6,9903.2,749179.4
"3916","Martin Beck",2002,"Sweet Smell Of Success",2,66,943,82765
"3917","Martin Beck",2002,"Sweet Smell Of Success",3,76.2,8253.2,564233.6
"3918","Martin Beck",2002,"Sweet Smell Of Success",4,68.25,7787,526306.25
"3919","Martin Beck",2002,"Sweet Smell Of Success",5,58.5,6663.5,420946
"3920","Martin Beck",2002,"Sweet Smell Of Success",6,58.3333333333333,6653.66666666667,389126.666666667
"3921","Martin Beck",2003,"Man Of La Mancha 02",1,77.75,8521.5,624962.75
"3922","Martin Beck",2003,"Man Of La Mancha 02",2,64.75,7394,528132.25
"3923","Martin Beck",2003,"Man Of La Mancha 02",3,60.6,6243.8,410077.8
"3924","Martin Beck",2003,"Man Of La Mancha 02",4,66,7524,484303.25
"3925","Martin Beck",2003,"Man Of La Mancha 02",5,75.25,8546,544709
"3926","Martin Beck",2003,"Man Of La Mancha 02",6,77,8752.25,531473.75
"3927","Minskoff",2000,"Saturday Night Fever",1,81.8,11020.8,703083.8
"3928","Minskoff",2000,"Saturday Night Fever",2,79,10683.5,636905
"3929","Minskoff",2000,"Saturday Night Fever",3,74.5,10051.75,574848.25
"3930","Minskoff",2000,"Saturday Night Fever",4,79.8,10743.8,617541.4
"3931","Minskoff",2000,"Saturday Night Fever",5,62.75,8442,472265.5
"3932","Minskoff",2000,"Saturday Night Fever",6,67.5,9087.5,451107.25
"3933","Minskoff",2000,"Saturday Night Fever",7,75.4,10146.6,459376.4
"3934","Minskoff",2000,"Saturday Night Fever",8,79.5,10730.25,463861.25
"3935","Minskoff",2000,"Saturday Night Fever",9,67.5,9103,405466.5
"3936","Minskoff",2000,"Saturday Night Fever",10,65,8775.4,438576.4
"3937","Minskoff",2000,"Saturday Night Fever",11,68.75,9262,493077.25
"3938","Minskoff",2000,"Saturday Night Fever",12,72.2,9751.6,550497
"3939","Minskoff",2001,"The Adventures Of Tom Sawyer",4,73.8,9857,331003.6
"3940","Minskoff",2001,"The Adventures Of Tom Sawyer",5,57,7783.5,278405.5
"3941","Minskoff",2002,"Dance Of The Vampires",10,95.5,10378.5,620101.5
"3942","Minskoff",2002,"Dance Of The Vampires",11,90,12037.25,726429
"3943","Minskoff",2002,"Dance Of The Vampires",12,77,10568,680509
"3944","Minskoff",2003,"Dance Of The Vampires",1,66.25,8593,470697.5
"3945","Minskoff",2004,"Fiddler On The Roof 04",1,86,5841,441300
"3946","Minskoff",2004,"Fiddler On The Roof 04",2,91.4,11509,631737
"3947","Minskoff",2004,"Fiddler On The Roof 04",3,92.75,12522.75,771373.25
"3948","Minskoff",2004,"Fiddler On The Roof 04",4,84.75,11466,752769.5
"3949","Minskoff",2004,"Fiddler On The Roof 04",5,80,10827.2,602930.8
"3950","Minskoff",2004,"Fiddler On The Roof 04",6,71.75,9715,618213
"3951","Minskoff",2004,"Fiddler On The Roof 04",7,62.5,8429.5,526000.25
"3952","Minskoff",2004,"Fiddler On The Roof 04",8,62.6,8479,522835.2
"3953","Minskoff",2004,"Fiddler On The Roof 04",9,54,7310.5,428039.5
"3954","Minskoff",2004,"Fiddler On The Roof 04",10,67.2,9095.6,519699
"3955","Minskoff",2004,"Fiddler On The Roof 04",11,62.5,8466.25,540906.25
"3956","Minskoff",2004,"Fiddler On The Roof 04",12,65,8530,572035.25
"3957","Minskoff",2005,"Fiddler On The Roof 04",1,83.6,11651.2,687969
"3958","Minskoff",2005,"Fiddler On The Roof 04",2,79,10670.25,670555.25
"3959","Minskoff",2005,"Fiddler On The Roof 04",3,80.25,10854.5,686902.5
"3960","Minskoff",2005,"Fiddler On The Roof 04",4,71.5,9641.5,575651.5
"3961","Minskoff",2005,"Fiddler On The Roof 04",5,61.4,8302.4,486666.2
"3962","Minskoff",2005,"Fiddler On The Roof 04",6,56.25,7628.75,443264.75
"3963","Minskoff",2005,"Fiddler On The Roof 04",7,60,8127.4,438289
"3964","Minskoff",2005,"Fiddler On The Roof 04",8,57.5,7771.25,426348
"3965","Minskoff",2005,"Fiddler On The Roof 04",9,51.5,6964.25,357803.75
"3966","Minskoff",2005,"Fiddler On The Roof 04",10,68,9192.8,503469.6
"3967","Minskoff",2005,"Fiddler On The Roof 04",11,63.25,8543,524483.25
"3968","Minskoff",2005,"Fiddler On The Roof 04",12,56.5,7422.75,468582.25
"3969","Minskoff",2006,"Fiddler On The Roof 04",1,81,11748.5,887446
"3970","Minskoff",2006,"The Lion King",6,100,12786,1186299
"3971","Minskoff",2006,"The Lion King",7,99.6,12738.6,1237947.6
"3972","Minskoff",2006,"The Lion King",8,98.75,12638.5,1225239
"3973","Minskoff",2006,"The Lion King",9,79,10115.5,915847.5
"3974","Minskoff",2006,"The Lion King",10,89.6,11454.4,1069412.6
"3975","Minskoff",2006,"The Lion King",11,91.25,11683.25,1132509.5
"3976","Minskoff",2006,"The Lion King",12,94,12031.6,1237627.4
"3977","Minskoff",2007,"The Lion King",1,89.25,11401.5,1008213.75
"3978","Minskoff",2007,"The Lion King",2,88.25,11271.5,990892.5
"3979","Minskoff",2007,"The Lion King",3,92.5,11847.25,1051458.25
"3980","Minskoff",2007,"The Lion King",4,99.2,13110.6,1203977.2
"3981","Minskoff",2007,"The Lion King",5,97.5,12850,1145264
"3982","Minskoff",2007,"The Lion King",6,99.5,13177,1218893
"3983","Minskoff",2007,"The Lion King",7,99.6,13187.6,1284730.8
"3984","Minskoff",2007,"The Lion King",8,99.75,13216.25,1317856.25
"3985","Minskoff",2007,"The Lion King",9,89.2,11803.4,1052815.6
"3986","Minskoff",2007,"The Lion King",10,96.75,12820.25,1167979.5
"3987","Minskoff",2007,"The Lion King",11,93.5,9249,800632
"3988","Minskoff",2007,"The Lion King",12,94.8,11891.6,1233990.2
"3989","Minskoff",2008,"The Lion King",1,91.25,12074,1078769.5
"3990","Minskoff",2008,"The Lion King",2,90,11876.5,1027855.75
"3991","Minskoff",2008,"The Lion King",3,95,12558,1138385.6
"3992","Minskoff",2008,"The Lion King",4,98.5,13056,1232293.5
"3993","Minskoff",2008,"The Lion King",5,99,13099.5,1218478.25
"3994","Minskoff",2008,"The Lion King",6,99.4,13173,1251525.2
"3995","Minskoff",2008,"The Lion King",7,100,13235,1313988
"3996","Minskoff",2008,"The Lion King",8,100,13234.4,1329943.4
"3997","Minskoff",2008,"The Lion King",9,91.75,12145.25,1058353.25
"3998","Minskoff",2008,"The Lion King",10,95,12563,1151770.25
"3999","Minskoff",2008,"The Lion King",11,86.2,11395,1063125.8
"4000","Minskoff",2008,"The Lion King",12,87.25,11538.25,1193315
"4001","Minskoff",2009,"The Lion King",1,92.25,12212.75,1117817.75
"4002","Minskoff",2009,"The Lion King",2,88.5,11701.25,956182.75
"4003","Minskoff",2009,"The Lion King",3,87.6,11586.6,977412
"4004","Minskoff",2009,"The Lion King",4,96.5,12746.25,1242946
"4005","Minskoff",2009,"The Lion King",5,96.6,12786,1097259
"4006","Minskoff",2009,"The Lion King",6,98,12949.25,1306197.75
"4007","Minskoff",2009,"The Lion King",7,97.75,12916.25,1412982
"4008","Minskoff",2009,"The Lion King",8,98.8,13069,1447149.6
"4009","Minskoff",2009,"The Lion King",9,87.75,11595.75,1168194
"4010","Minskoff",2009,"The Lion King",10,95.25,12595,1310271
"4011","Minskoff",2009,"The Lion King",11,91,12046.4,1286276.8
"4012","Minskoff",2009,"The Lion King",12,97.25,12872.25,1497364
"4013","Minskoff",2010,"The Lion King",1,89.4,11828.6,1274959.2
"4014","Minskoff",2010,"The Lion King",2,88.25,11626,1156354.5
"4015","Minskoff",2010,"The Lion King",3,93.75,12424.5,1230022
"4016","Minskoff",2010,"The Lion King",4,99.5,13335,1466548.75
"4017","Minskoff",2010,"The Lion King",5,99,13281,1376784.6
"4018","Minskoff",2010,"The Lion King",6,100,13412.75,1511922.5
"4019","Minskoff",2010,"The Lion King",7,100,13422.75,1614756
"4020","Minskoff",2010,"The Lion King",8,99.4,13330.4,1620400.2
"4021","Minskoff",2010,"The Lion King",9,85.75,11512,1293867
"4022","Minskoff",2010,"The Lion King",10,91.6,12314.6,1386809.6
"4023","Minskoff",2010,"The Lion King",11,92.5,12423,1484997
"4024","Minskoff",2010,"The Lion King",12,96.75,12945.25,1625081.75
"4025","Minskoff",2011,"The Lion King",1,86.4,11589.2,1402168.8
"4026","Minskoff",2011,"The Lion King",2,91.75,12306,1362092.5
"4027","Minskoff",2011,"The Lion King",3,95.5,12799,1475377
"4028","Minskoff",2011,"The Lion King",4,100,13405,1668033.25
"4029","Minskoff",2011,"The Lion King",5,98.8,13253.4,1644171
"4030","Minskoff",2011,"The Lion King",6,100,13399.25,1707245.75
"4031","Minskoff",2011,"The Lion King",7,100,13419.6,1831003.2
"4032","Minskoff",2011,"The Lion King",8,99.75,12130.75,1641354.75
"4033","Minskoff",2011,"The Lion King",9,97.75,13131.5,1414870.5
"4034","Minskoff",2011,"The Lion King",10,100,13417.4,1568735
"4035","Minskoff",2011,"The Lion King",11,99.5,13366,1689816.75
"4036","Minskoff",2011,"The Lion King",12,98.5,13226.75,1822448.75
"4037","Minskoff",2012,"The Lion King",1,98.2,13524.2,1746978.8
"4038","Minskoff",2012,"The Lion King",2,94.5,12707.75,1493657.75
"4039","Minskoff",2012,"The Lion King",3,97.5,13071.5,1604819.5
"4040","Minskoff",2012,"The Lion King",4,99.6,13380.2,1903463.4
"4041","Minskoff",2012,"The Lion King",5,100,13397,1791193.75
"4042","Minskoff",2012,"The Lion King",6,100,13419.75,1865218
"4043","Minskoff",2012,"The Lion King",7,100,13743.4,2040889.6
"4044","Minskoff",2012,"The Lion King",8,99.75,13794,1986459.75
"4045","Minskoff",2012,"The Lion King",9,99.6,13327.8,1608671
"4046","Minskoff",2012,"The Lion King",10,98.75,12842,1687705.25
"4047","Minskoff",2012,"The Lion King",11,94,11484.25,1538975.5
"4048","Minskoff",2012,"The Lion King",12,97.8,13465.4,2023568.8
"4049","Minskoff",2013,"The Lion King",1,98.75,13250.75,1675515
"4050","Minskoff",2013,"The Lion King",2,95.25,13196.25,1575861.25
"4051","Minskoff",2013,"The Lion King",3,98,13526,1810717
"4052","Minskoff",2013,"The Lion King",4,99.5,13518,1878655.75
"4053","Minskoff",2013,"The Lion King",5,99.25,13475.75,1870227
"4054","Minskoff",2013,"The Lion King",6,99.8,13570,1925238.6
"4055","Minskoff",2013,"The Lion King",7,99.5,13979,2142727.5
"4056","Minskoff",2013,"The Lion King",8,99.75,13580.75,2070849
"4057","Minskoff",2013,"The Lion King",9,99.2,13497.8,1730090
"4058","Minskoff",2013,"The Lion King",10,99.25,13480.25,1802756.25
"4059","Minskoff",2013,"The Lion King",11,94.75,12849,1600889.5
"4060","Minskoff",2013,"The Lion King",12,97,13518.4,2236737.4
"4061","Minskoff",2014,"The Lion King",1,98.5,13387.25,1827098.5
"4062","Minskoff",2014,"The Lion King",2,96.25,13066.25,1503816.25
"4063","Minskoff",2014,"The Lion King",3,99.4,13508.6,1686719.8
"4064","Minskoff",2014,"The Lion King",4,99.5,13967.5,2071280.5
"4065","Minskoff",2014,"The Lion King",5,99.75,13160,1884189.25
"4066","Minskoff",2014,"The Lion King",6,99.8,13573.6,2019321.6
"4067","Minskoff",2014,"The Lion King",7,99.25,13936,2238348.25
"4068","Minskoff",2014,"The Lion King",8,99.8,13913.6,2190059.8
"4069","Minskoff",2014,"The Lion King",9,98.75,13459,1724568.5
"4070","Minskoff",2014,"The Lion King",10,99.25,13492.5,1912595.25
"4071","Minskoff",2014,"The Lion King",11,98.8,13464.2,1820018.8
"4072","Minskoff",2014,"The Lion King",12,94.75,13302.75,2232652
"4073","Minskoff",2015,"The Lion King",1,97.75,13299.5,1929569
"4074","Minskoff",2015,"The Lion King",2,99,13010.75,1616949
"4075","Minskoff",2015,"The Lion King",3,98,13333.4,1746336.2
"4076","Minskoff",2015,"The Lion King",4,99,13868.75,2185700.5
"4077","Minskoff",2015,"The Lion King",5,98,13020.8,1934029.4
"4078","Minskoff",2015,"The Lion King",6,99.75,13565,2084443.25
"4079","Minskoff",2015,"The Lion King",7,99.75,13957.25,2370188
"4080","Minskoff",2015,"The Lion King",8,98,13637.6,2188859.8
"4081","Minskoff",2015,"The Lion King",9,100,13569.25,1754781.5
"4082","Minskoff",2015,"The Lion King",10,100,13569.25,1939915.5
"4083","Minskoff",2015,"The Lion King",11,99,13407,1837567.4
"4084","Minskoff",2015,"The Lion King",12,98.25,13317.75,2183294.25
"4085","Minskoff",2016,"The Lion King",1,95.8,12745.6,1785447.6
"4086","Minskoff",2016,"The Lion King",2,99.25,13452.25,1642821.5
"4087","Minskoff",2016,"The Lion King",3,99.25,13873,1961016.25
"4088","Minskoff",2016,"The Lion King",4,99.25,13474.25,2055214.5
"4089","Minskoff",2016,"The Lion King",5,99,13110.4,1947669.4
"4090","Minskoff",2016,"The Lion King",6,100,13564.25,2087753.75
"4091","Minskoff",2016,"The Lion King",7,98.6,14071.2,2359843.6
"4092","Minskoff",2016,"The Lion King",8,99.5,13521.5,2263161
"4093","Music Box",2000,"Amadeus",1,72.6,5747.4,260771.8
"4094","Music Box",2000,"Amadeus",2,70.5,5608.75,243743
"4095","Music Box",2000,"Amadeus",3,75.25,5983.5,242874.25
"4096","Music Box",2000,"Amadeus",4,62.4,4956.2,205512.2
"4097","Music Box",2000,"Amadeus",5,54,4292,167571.5
"4098","Music Box",2000,"Macbeth 00",6,54,3642,163102.666666667
"4099","Music Box",2000,"The Dinner Party",10,90.5,7440,302881.75
"4100","Music Box",2000,"The Dinner Party",11,97,7972,369327
"4101","Music Box",2000,"The Dinner Party",12,85.8,7046,384907.8
"4102","Music Box",2001,"The Dinner Party",1,69.25,5655.25,285967
"4103","Music Box",2001,"The Dinner Party",2,77,6325.25,307680.25
"4104","Music Box",2001,"The Dinner Party",3,76.5,6276.25,306601
"4105","Music Box",2001,"The Dinner Party",4,74.6,6112.2,303621.4
"4106","Music Box",2001,"The Dinner Party",5,69.5,5703.25,293003.5
"4107","Music Box",2001,"The Dinner Party",6,62,5077.75,253005
"4108","Music Box",2001,"The Dinner Party",7,53.8,4420.2,196353
"4109","Music Box",2001,"The Dinner Party",8,64.25,5263.5,216025.25
"4110","Music Box",2001,"The Dinner Party",9,61,5012,211939
"4111","Music Box",2002,"Amour",9,66.5,2737.5,115915.5
"4112","Music Box",2002,"Amour",10,67.75,5203.25,241971.5
"4113","Music Box",2002,"Amour",11,37,2815,138682
"4114","Music Box",2002,"Fortune'S Fool",3,54.75,3791,153221
"4115","Music Box",2002,"Fortune'S Fool",4,70.5,5701.75,248319.25
"4116","Music Box",2002,"Fortune'S Fool",5,53.5,4297,207183.75
"4117","Music Box",2002,"Fortune'S Fool",6,66,5272.4,231904.6
"4118","Music Box",2002,"Fortune'S Fool",7,74.3333333333333,5738,241493.333333333
"4119","Music Box",2003,"Cat On A Hot Tin Roof 03",10,79,5590.33333333333,406923.666666667
"4120","Music Box",2003,"Cat On A Hot Tin Roof 03",11,77,6269,451880.2
"4121","Music Box",2003,"Cat On A Hot Tin Roof 03",12,83,6774.5,505612
"4122","Music Box",2004,"Cat On A Hot Tin Roof 03",1,67.75,5530.25,399392.75
"4123","Music Box",2004,"Cat On A Hot Tin Roof 03",2,58.8,4788.2,316841.4
"4124","Music Box",2004,"Cat On A Hot Tin Roof 03",3,45,3691,213844
"4125","Music Box",2004,"Dame Edna:  Back With A Vengeance",11,71,4454.25,291686
"4126","Music Box",2004,"Dame Edna:  Back With A Vengeance",12,75.5,5264.25,368436.25
"4127","Music Box",2005,"Dame Edna:  Back With A Vengeance",1,66,4787,325375.8
"4128","Music Box",2005,"Dame Edna:  Back With A Vengeance",2,61.25,4289.5,264456.75
"4129","Music Box",2005,"Dame Edna:  Back With A Vengeance",3,48.25,3395,195007
"4130","Music Box",2005,"Dame Edna:  Back With A Vengeance",4,43.5,3053.5,170070.75
