"","Theatre","Show","Type","Date","Year","Month","Avg_Attendance","Avg_Gross","Avg_Capacity"
"334","Broadhurst","Fosse","Musical","3/26/00",2000,3,8639,567910,95
"335","Golden","Jackie Mason: Much Ado About Everything","Play","3/26/00",2000,3,2960,151011,85
"336","Belasco","James Joyce'S The Dead","Musical","3/26/00",2000,3,4003,171820,50
"337","Plymouth","Jekyll & Hyde","Musical","3/26/00",2000,3,7528,415926,88
"338","Ford Center (Tcn)","Jesus Christ Superstar","Musical","3/26/00",2000,3,8377,395488,92
"339","Martin Beck","Kiss Me, Kate","Musical","3/26/00",2000,3,10237,706607,90
"340","Imperial","Les Miserables","Musical","3/26/00",2000,3,10728,520849,95
"341","Broadway","Miss Saigon","Musical","3/26/00",2000,3,10609,450514,76
"342","Nederlander","Rent","Musical","3/26/00",2000,3,9191,487256,97
"343","Gershwin","Riverdance","Musical","3/26/00",2000,3,14662,893472,95
"344","Minskoff","Saturday Night Fever","Musical","3/26/00",2000,3,10260,595044,76
"345","Helen Hayes","Squonk","Musical","3/26/00",2000,3,1319,49447,28
"346","St. James","Swing!","Musical","3/26/00",2000,3,8305,410348,61
"347","Longacre","Taller Than A Dwarf","Play","3/26/00",2000,3,4186,152618,77
"348","New Amsterdam","The Lion King","Musical","3/26/00",2000,3,14516,939304,101
"349","Majestic","The Phantom Of The Opera","Musical","3/26/00",2000,3,12816,723510,100
"350","Ambassador","The Ride Down Mt. Morgan","Play","3/26/00",2000,3,7140,287941,80
"351","Virginia","The Wild Party","Musical","3/26/00",2000,3,6000,255129,70
"352","Circle In The Square","True West","Play","3/26/00",2000,3,5017,276791,99
"353","Eugene O'Neill","Waiting In The Wings","Play","3/26/00",2000,3,6098,241642,71
"354","Walter Kerr","A Moon For The Misbegotten 00","Play","4/2/00",2000,4,6883,318418,92
"355","Palace","Aida","Musical","4/2/00",2000,4,13348,713181,97
"356","Music Box","Amadeus","Play","4/2/00",2000,4,5583,224860,70
"357","Marquis","Annie Get Your Gun","Musical","4/2/00",2000,4,11111,645555,87
"358","Lunt-Fontanne","Beauty And The Beast","Musical","4/2/00",2000,4,11815,621958,100
"359","Studio 54 ('98)","Cabaret 98","Musical","4/2/00",2000,4,6733,463691,91
"360","Winter Garden","Cats","Musical","4/2/00",2000,4,11222,585919,95
"361","Shubert","Chicago","Musical","4/2/00",2000,4,7442,452947,64
"362","Vivian Beaumont","Contact","Musical","4/2/00",2000,4,7534,469253,88
"363","Royale","Copenhagen","Play","4/2/00",2000,4,7872,234910,91
"364","Booth","Dame Edna: The Royal Tour","Play","4/2/00",2000,4,4596,219446,75
"365","Richard Rodgers","Footloose","Musical","4/2/00",2000,4,7739,339040,72
"366","Broadhurst","Fosse","Musical","4/2/00",2000,4,8365,543079,92
"367","Golden","Jackie Mason: Much Ado About Everything","Play","4/2/00",2000,4,2854,148987,82
"368","Belasco","James Joyce'S The Dead","Musical","4/2/00",2000,4,3507,163202,44
"369","Plymouth","Jekyll & Hyde","Musical","4/2/00",2000,4,7547,423926,89
"370","Ford Center (Tcn)","Jesus Christ Superstar","Musical","4/2/00",2000,4,12547,500823,87
"371","Martin Beck","Kiss Me, Kate","Musical","4/2/00",2000,4,9893,681788,87
"372","Imperial","Les Miserables","Musical","4/2/00",2000,4,10613,507158,94
"373","Broadway","Miss Saigon","Musical","4/2/00",2000,4,9962,428125,71
"374","Nederlander","Rent","Musical","4/2/00",2000,4,8235,440693,87
"375","Gershwin","Riverdance","Musical","4/2/00",2000,4,14295,878944,93
"376","Lyceum","Rose","Play","4/2/00",2000,4,3580,103822,65
"377","Minskoff","Saturday Night Fever","Musical","4/2/00",2000,4,10207,570943,76
"378","St. James","Swing!","Musical","4/2/00",2000,4,8105,399509,59
"379","Longacre","Taller Than A Dwarf","Play","4/2/00",2000,4,6285,228102,72
"380","Cort","The Green Bird","Musical","4/2/00",2000,4,465,27155,45
"381","New Amsterdam","The Lion King","Musical","4/2/00",2000,4,14509,960835,101
"382","Majestic","The Phantom Of The Opera","Musical","4/2/00",2000,4,12139,687051,94
"383","Ethel Barrymore","The Real Thing '00","Play","4/2/00",2000,4,5183,219830,61
"384","Ambassador","The Ride Down Mt. Morgan","Play","4/2/00",2000,4,7718,285130,87
"385","Virginia","The Wild Party","Musical","4/2/00",2000,4,6453,287765,75
"386","Circle In The Square","True West","Play","4/2/00",2000,4,4903,285592,97
"387","Eugene O'Neill","Waiting In The Wings","Play","4/2/00",2000,4,5383,214336,62
"388","Walter Kerr","A Moon For The Misbegotten 00","Play","4/9/00",2000,4,6239,349619,83
"389","Palace","Aida","Musical","4/9/00",2000,4,13286,751893,97
"390","Music Box","Amadeus","Play","4/9/00",2000,4,4443,189299,56
"391","Marquis","Annie Get Your Gun","Musical","4/9/00",2000,4,10694,591576,84
"392","Lunt-Fontanne","Beauty And The Beast","Musical","4/9/00",2000,4,11079,577354,94
"393","Studio 54 ('98)","Cabaret 98","Musical","4/9/00",2000,4,6528,446743,89
"394","Winter Garden","Cats","Musical","4/9/00",2000,4,10813,560531,91
"395","Shubert","Chicago","Musical","4/9/00",2000,4,7531,455359,64
"396","Vivian Beaumont","Contact","Musical","4/9/00",2000,4,8289,526748,97
"397","Royale","Copenhagen","Play","4/9/00",2000,4,7509,213534,87
"398","Booth","Dame Edna: The Royal Tour","Play","4/9/00",2000,4,4308,204440,70
"399","Richard Rodgers","Footloose","Musical","4/9/00",2000,4,8224,353818,76
"400","Broadhurst","Fosse","Musical","4/9/00",2000,4,7972,516575,87
"401","Golden","Jackie Mason: Much Ado About Everything","Play","4/9/00",2000,4,2629,137255,76
"402","Belasco","James Joyce'S The Dead","Musical","4/9/00",2000,4,2586,116987,32
"403","Plymouth","Jekyll & Hyde","Musical","4/9/00",2000,4,6837,395718,80
"404","Ford Center (Tcn)","Jesus Christ Superstar","Musical","4/9/00",2000,4,11546,503890,80
"405","Martin Beck","Kiss Me, Kate","Musical","4/9/00",2000,4,9886,671059,87
"406","Imperial","Les Miserables","Musical","4/9/00",2000,4,10429,498855,92
"407","Broadway","Miss Saigon","Musical","4/9/00",2000,4,9843,414637,71
"408","Nederlander","Rent","Musical","4/9/00",2000,4,7680,411997,81
"409","Gershwin","Riverdance","Musical","4/9/00",2000,4,13526,828229,88
"410","Lyceum","Rose","Play","4/9/00",2000,4,5013,140919,78
"411","Minskoff","Saturday Night Fever","Musical","4/9/00",2000,4,9791,572752,73
"412","St. James","Swing!","Musical","4/9/00",2000,4,7926,384366,58
"413","Longacre","Taller Than A Dwarf","Play","4/9/00",2000,4,6375,230748,73
"414","Cort","The Green Bird","Musical","4/9/00",2000,4,4585,185525,63
"415","New Amsterdam","The Lion King","Musical","4/9/00",2000,4,14500,958265,101
"416","Neil Simon","The Music Man","Musical","4/9/00",2000,4,4152,164559,78
"417","Majestic","The Phantom Of The Opera","Musical","4/9/00",2000,4,12258,673042,95
"418","Ethel Barrymore","The Real Thing '00","Play","4/9/00",2000,4,5752,255293,68
"419","Ambassador","The Ride Down Mt. Morgan","Play","4/9/00",2000,4,6636,247310,75
"420","Virginia","The Wild Party","Musical","4/9/00",2000,4,5900,276063,69
"421","Circle In The Square","True West","Play","4/9/00",2000,4,4943,279061,98
"422","Brooks Atkinson","Uncle Vanya 00","Play","4/9/00",2000,4,4046,158893,66
"423","Eugene O'Neill","Waiting In The Wings","Play","4/9/00",2000,4,5208,227653,60
"424","Walter Kerr","A Moon For The Misbegotten 00","Play","4/16/00",2000,4,6071,341308,81
"425","Palace","Aida","Musical","4/16/00",2000,4,13310,750280,97
"426","Music Box","Amadeus","Play","4/16/00",2000,4,4501,187319,57
"427","Marquis","Annie Get Your Gun","Musical","4/16/00",2000,4,10622,618503,83
"428","Lunt-Fontanne","Beauty And The Beast","Musical","4/16/00",2000,4,11570,628881,98
"429","Studio 54 ('98)","Cabaret 98","Musical","4/16/00",2000,4,6658,456860,90
"430","Winter Garden","Cats","Musical","4/16/00",2000,4,10925,577023,92
"431","Shubert","Chicago","Musical","4/16/00",2000,4,8466,490769,72
"432","Vivian Beaumont","Contact","Musical","4/16/00",2000,4,8448,572075,99
"433","Royale","Copenhagen","Play","4/16/00",2000,4,6572,236856,76
"434","Booth","Dame Edna: The Royal Tour","Play","4/16/00",2000,4,4216,206582,69
"435","Helen Hayes","Dirty Blonde","Play","4/16/00",2000,4,1251,40598,53
"436","Richard Rodgers","Footloose","Musical","4/16/00",2000,4,9320,421852,86
"437","Broadhurst","Fosse","Musical","4/16/00",2000,4,7682,487324,84
"438","Golden","Jackie Mason: Much Ado About Everything","Play","4/16/00",2000,4,2614,136888,75
"439","Belasco","James Joyce'S The Dead","Musical","4/16/00",2000,4,3530,162269,44
"440","Plymouth","Jekyll & Hyde","Musical","4/16/00",2000,4,6924,401324,81
"441","Ford Center (Tcn)","Jesus Christ Superstar","Musical","4/16/00",2000,4,13060,503705,91
"442","Martin Beck","Kiss Me, Kate","Musical","4/16/00",2000,4,9904,662093,87
"443","Imperial","Les Miserables","Musical","4/16/00",2000,4,10258,497403,90
"444","Broadway","Miss Saigon","Musical","4/16/00",2000,4,9751,408415,70
"445","Nederlander","Rent","Musical","4/16/00",2000,4,8009,422882,85
"446","Gershwin","Riverdance","Musical","4/16/00",2000,4,13253,819382,86
"447","Lyceum","Rose","Play","4/16/00",2000,4,4958,143133,77
"448","Minskoff","Saturday Night Fever","Musical","4/16/00",2000,4,9284,550712,69
"449","St. James","Swing!","Musical","4/16/00",2000,4,8710,412058,64
"450","Longacre","Taller Than A Dwarf","Play","4/16/00",2000,4,6456,241880,74
"451","Cort","The Green Bird","Musical","4/16/00",2000,4,4646,195212,64
"452","New Amsterdam","The Lion King","Musical","4/16/00",2000,4,14514,959999,101
"453","Neil Simon","The Music Man","Musical","4/16/00",2000,4,5476,281459,59
"454","Majestic","The Phantom Of The Opera","Musical","4/16/00",2000,4,11924,653098,93
"455","Ethel Barrymore","The Real Thing '00","Play","4/16/00",2000,4,6139,253650,72
"456","Ambassador","The Ride Down Mt. Morgan","Play","4/16/00",2000,4,8001,309908,90
"457","Virginia","The Wild Party","Musical","4/16/00",2000,4,5854,291799,60
"458","Circle In The Square","True West","Play","4/16/00",2000,4,4921,284083,97
"459","Brooks Atkinson","Uncle Vanya 00","Play","4/16/00",2000,4,5581,225821,69
"460","Eugene O'Neill","Waiting In The Wings","Play","4/16/00",2000,4,4638,214687,54
"461","Walter Kerr","A Moon For The Misbegotten 00","Play","4/23/00",2000,4,5381,302392,82
"462","Palace","Aida","Musical","4/23/00",2000,4,13586,771353,99
"463","Music Box","Amadeus","Play","4/23/00",2000,4,5082,216130,64
"464","Marquis","Annie Get Your Gun","Musical","4/23/00",2000,4,12263,756777,96
"465","Lunt-Fontanne","Beauty And The Beast","Musical","4/23/00",2000,4,11998,704379,102
"466","Studio 54 ('98)","Cabaret 98","Musical","4/23/00",2000,4,6981,482311,95
"467","Winter Garden","Cats","Musical","4/23/00",2000,4,11782,670335,99
"468","Shubert","Chicago","Musical","4/23/00",2000,4,10203,594161,87
"469","Vivian Beaumont","Contact","Musical","4/23/00",2000,4,8347,575704,98
"470","Royale","Copenhagen","Play","4/23/00",2000,4,7175,267684,83
"471","Booth","Dame Edna: The Royal Tour","Play","4/23/00",2000,4,3898,203604,64
"472","Helen Hayes","Dirty Blonde","Play","4/23/00",2000,4,2188,78613,46
"473","Richard Rodgers","Footloose","Musical","4/23/00",2000,4,9651,469662,89
"474","Broadhurst","Fosse","Musical","4/23/00",2000,4,8910,569983,98
"475","Golden","Jackie Mason: Much Ado About Everything","Play","4/23/00",2000,4,2992,148011,86
"476","Plymouth","Jekyll & Hyde","Musical","4/23/00",2000,4,7992,454223,94
"477","Ford Center (Tcn)","Jesus Christ Superstar","Musical","4/23/00",2000,4,14208,769136,98
"478","Martin Beck","Kiss Me, Kate","Musical","4/23/00",2000,4,10966,737750,96
"479","Imperial","Les Miserables","Musical","4/23/00",2000,4,11060,584443,98
"480","Broadway","Miss Saigon","Musical","4/23/00",2000,4,12373,581419,89
"481","Nederlander","Rent","Musical","4/23/00",2000,4,9066,496469,96
"482","Gershwin","Riverdance","Musical","4/23/00",2000,4,14734,926200,96
"483","Lyceum","Rose","Play","4/23/00",2000,4,5290,159159,82
"484","Minskoff","Saturday Night Fever","Musical","4/23/00",2000,4,11931,688242,88
"485","St. James","Swing!","Musical","4/23/00",2000,4,9937,459106,73
"486","Longacre","Taller Than A Dwarf","Play","4/23/00",2000,4,6080,240576,70
"487","Cort","The Green Bird","Musical","4/23/00",2000,4,4824,227421,58
"488","New Amsterdam","The Lion King","Musical","4/23/00",2000,4,14518,964737,101
"489","Neil Simon","The Music Man","Musical","4/23/00",2000,4,7814,412129,73
"490","Majestic","The Phantom Of The Opera","Musical","4/23/00",2000,4,13072,842185,102
"491","Ethel Barrymore","The Real Thing '00","Play","4/23/00",2000,4,5812,276395,68
"492","Ambassador","The Ride Down Mt. Morgan","Play","4/23/00",2000,4,7795,318514,88
"493","Virginia","The Wild Party","Musical","4/23/00",2000,4,4934,274418,50
"494","Circle In The Square","True West","Play","4/23/00",2000,4,4895,284926,97
"495","Brooks Atkinson","Uncle Vanya 00","Play","4/23/00",2000,4,6488,243687,80
"496","Eugene O'Neill","Waiting In The Wings","Play","4/23/00",2000,4,4027,181310,47
"497","Walter Kerr","A Moon For The Misbegotten 00","Play","4/30/00",2000,4,6480,363708,87
"498","Palace","Aida","Musical","4/30/00",2000,4,13506,766388,98
"499","Music Box","Amadeus","Play","4/30/00",2000,4,5172,209953,65
"500","Marquis","Annie Get Your Gun","Musical","4/30/00",2000,4,12442,717304,98
"501","Lunt-Fontanne","Beauty And The Beast","Musical","4/30/00",2000,4,11951,665527,101
"502","Studio 54 ('98)","Cabaret 98","Musical","4/30/00",2000,4,6904,477849,94
"503","Winter Garden","Cats","Musical","4/30/00",2000,4,11909,658822,100
"504","Shubert","Chicago","Musical","4/30/00",2000,4,9743,572627,83
"505","Vivian Beaumont","Contact","Musical","4/30/00",2000,4,8393,582681,98
"506","Royale","Copenhagen","Play","4/30/00",2000,4,6989,300481,81
"507","Booth","Dame Edna: The Royal Tour","Play","4/30/00",2000,4,4509,213659,74
"508","Helen Hayes","Dirty Blonde","Play","4/30/00",2000,4,2333,85669,50
"509","Richard Rodgers","Footloose","Musical","4/30/00",2000,4,8877,410094,82
"510","Broadhurst","Fosse","Musical","4/30/00",2000,4,8755,555317,96
"511","Golden","Jackie Mason: Much Ado About Everything","Play","4/30/00",2000,4,2381,119581,69
"512","Plymouth","Jekyll & Hyde","Musical","4/30/00",2000,4,8095,472042,95
"513","Ford Center (Tcn)","Jesus Christ Superstar","Musical","4/30/00",2000,4,13883,715878,96
"514","Martin Beck","Kiss Me, Kate","Musical","4/30/00",2000,4,10855,745999,95
"515","Imperial","Les Miserables","Musical","4/30/00",2000,4,11167,547309,99
"516","Broadway","Miss Saigon","Musical","4/30/00",2000,4,12516,532858,90
"517","Nederlander","Rent","Musical","4/30/00",2000,4,8954,466903,95
"518","Gershwin","Riverdance","Musical","4/30/00",2000,4,14880,928412,97
"519","Lyceum","Rose","Play","4/30/00",2000,4,5482,164755,85
"520","Minskoff","Saturday Night Fever","Musical","4/30/00",2000,4,12506,705058,93
"521","St. James","Swing!","Musical","4/30/00",2000,4,10629,498288,78
"522","Longacre","Taller Than A Dwarf","Play","4/30/00",2000,4,6768,263595,78
"523","Cort","The Green Bird","Musical","4/30/00",2000,4,5730,264476,69
"524","New Amsterdam","The Lion King","Musical","4/30/00",2000,4,14519,961711,101
"525","Neil Simon","The Music Man","Musical","4/30/00",2000,4,7113,405474,67
"526","Majestic","The Phantom Of The Opera","Musical","4/30/00",2000,4,12198,788499,95
"527","Ethel Barrymore","The Real Thing '00","Play","4/30/00",2000,4,6386,302379,75
"528","Ambassador","The Ride Down Mt. Morgan","Play","4/30/00",2000,4,6649,293147,75
"529","Virginia","The Wild Party","Musical","4/30/00",2000,4,4894,276303,50
"530","Circle In The Square","True West","Play","4/30/00",2000,4,4950,286934,98
"531","Brooks Atkinson","Uncle Vanya 00","Play","4/30/00",2000,4,7211,222185,89
"532","Eugene O'Neill","Waiting In The Wings","Play","4/30/00",2000,4,5951,249409,69
"533","Walter Kerr","A Moon For The Misbegotten 00","Play","5/7/00",2000,5,5930,333156,79
"534","Palace","Aida","Musical","5/7/00",2000,5,13319,756873,99
"535","Music Box","Amadeus","Play","5/7/00",2000,5,3877,160484,49
"536","Marquis","Annie Get Your Gun","Musical","5/7/00",2000,5,9950,564477,78
"537","Lunt-Fontanne","Beauty And The Beast","Musical","5/7/00",2000,5,10980,583238,91
"538","Studio 54 ('98)","Cabaret 98","Musical","5/7/00",2000,5,6665,458626,91
"539","Winter Garden","Cats","Musical","5/7/00",2000,5,11489,635639,97
"540","Shubert","Chicago","Musical","5/7/00",2000,5,8922,524384,76
"541","Vivian Beaumont","Contact","Musical","5/7/00",2000,5,8350,566714,98
"542","Royale","Copenhagen","Play","5/7/00",2000,5,6724,279892,78
"543","Booth","Dame Edna: The Royal Tour","Play","5/7/00",2000,5,4517,215649,74
"544","Helen Hayes","Dirty Blonde","Play","5/7/00",2000,5,3198,136436,68
"545","Richard Rodgers","Footloose","Musical","5/7/00",2000,5,6605,274466,61
"546","Broadhurst","Fosse","Musical","5/7/00",2000,5,8452,512697,93
"547","Golden","Jackie Mason: Much Ado About Everything","Play","5/7/00",2000,5,2111,108246,61
"548","Plymouth","Jekyll & Hyde","Musical","5/7/00",2000,5,6496,364132,76
"549","Ford Center (Tcn)","Jesus Christ Superstar","Musical","5/7/00",2000,5,10748,530208,74
"550","Martin Beck","Kiss Me, Kate","Musical","5/7/00",2000,5,9921,660852,87
"551","Imperial","Les Miserables","Musical","5/7/00",2000,5,10068,467693,89
"552","Broadway","Miss Saigon","Musical","5/7/00",2000,5,9582,414529,69
"553","Nederlander","Rent","Musical","5/7/00",2000,5,7621,395072,81
"554","Gershwin","Riverdance","Musical","5/7/00",2000,5,12477,764078,81
"555","Lyceum","Rose","Play","5/7/00",2000,5,5300,171413,82
"556","Minskoff","Saturday Night Fever","Musical","5/7/00",2000,5,8588,492062,64
"557","St. James","Swing!","Musical","5/7/00",2000,5,7860,364275,57
"558","Longacre","Taller Than A Dwarf","Play","5/7/00",2000,5,6292,245677,72
"559","Cort","The Green Bird","Musical","5/7/00",2000,5,4835,238961,59
"560","New Amsterdam","The Lion King","Musical","5/7/00",2000,5,14514,959589,101
"561","Neil Simon","The Music Man","Musical","5/7/00",2000,5,7705,450756,72
"562","Majestic","The Phantom Of The Opera","Musical","5/7/00",2000,5,11428,685891,89
"563","Ethel Barrymore","The Real Thing '00","Play","5/7/00",2000,5,4675,251254,55
"564","Ambassador","The Ride Down Mt. Morgan","Play","5/7/00",2000,5,5104,225338,58
"565","Virginia","The Wild Party","Musical","5/7/00",2000,5,5114,271705,52
"566","Circle In The Square","True West","Play","5/7/00",2000,5,4719,274586,93
"567","Brooks Atkinson","Uncle Vanya 00","Play","5/7/00",2000,5,7143,266701,88
"568","Eugene O'Neill","Waiting In The Wings","Play","5/7/00",2000,5,5740,236431,67
"569","Walter Kerr","A Moon For The Misbegotten 00","Play","5/14/00",2000,5,5648,317378,75
"570","Palace","Aida","Musical","5/14/00",2000,5,13255,758186,98
"571","Music Box","Amadeus","Play","5/14/00",2000,5,4707,174659,59
"572","Marquis","Annie Get Your Gun","Musical","5/14/00",2000,5,10214,568572,80
"573","Lunt-Fontanne","Beauty And The Beast","Musical","5/14/00",2000,5,10626,553045,88
"574","Studio 54 ('98)","Cabaret 98","Musical","5/14/00",2000,5,6333,436856,86
"575","Winter Garden","Cats","Musical","5/14/00",2000,5,11317,623447,95
"576","Shubert","Chicago","Musical","5/14/00",2000,5,7799,468183,67
"577","Vivian Beaumont","Contact","Musical","5/14/00",2000,5,8342,579767,98
"578","Royale","Copenhagen","Play","5/14/00",2000,5,6764,294842,79
"579","Booth","Dame Edna: The Royal Tour","Play","5/14/00",2000,5,4273,203894,70
"580","Helen Hayes","Dirty Blonde","Play","5/14/00",2000,5,4332,191205,92
"581","Richard Rodgers","Footloose","Musical","5/14/00",2000,5,6313,245371,59
"582","Broadhurst","Fosse","Musical","5/14/00",2000,5,7558,459693,83
"583","Golden","Jackie Mason: Much Ado About Everything","Play","5/14/00",2000,5,2389,113660,69
